"","sheet","state","emptot_feb92","emptot_nov92","chain","pct_fte","wage_st","hrsopen"
"544",195,"New Jersey",18,23.5,"wendys",34.0425531914894,5.05,12.5
"545",198,"New Jersey",NA,30,"bk",NA,4.25,16
"546",198,"New Jersey",NA,30,"bk",33.3333333333333,5.05,16
"547",199,"New Jersey",9,16.5,"kfc",0,4.35,10
"548",199,"New Jersey",9,16.5,"kfc",66.6666666666667,5.05,10.5
"549",200,"New Jersey",33,29,"bk",0,4.25,18
"550",200,"New Jersey",33,29,"bk",17.2413793103448,5.05,17.5
"551",201,"New Jersey",19.5,30,"bk",0,4.5,17
"552",201,"New Jersey",19.5,30,"bk",53.3333333333333,5.05,17
"553",202,"New Jersey",41,22.5,"bk",73.1707317073171,4.25,19
"554",202,"New Jersey",41,22.5,"bk",57.7777777777778,5.05,19
"555",203,"New Jersey",17,24,"bk",52.9411764705882,4.25,17
"556",203,"New Jersey",17,24,"bk",16.6666666666667,5.05,17
"557",204,"New Jersey",18.25,21.75,"bk",54.7945205479452,4.25,17.5
"558",204,"New Jersey",18.25,21.75,"bk",55.1724137931034,5.05,17.5
"559",207,"New Jersey",17,13.5,"kfc",47.0588235294118,4.75,12
"560",207,"New Jersey",17,13.5,"kfc",62.962962962963,5.2,12
"561",208,"New Jersey",32,24,"roys",37.5,4.62,17
"562",208,"New Jersey",32,24,"roys",20.8333333333333,5.05,14
"563",209,"New Jersey",26,28.5,"roys",15.3846153846154,4.25,18
"564",209,"New Jersey",26,28.5,"roys",21.0526315789474,5.05,16
"565",210,"New Jersey",11.5,10,"wendys",0,4.5,11.5
"566",210,"New Jersey",11.5,10,"wendys",0,5.05,11
"567",211,"New Jersey",21,23.5,"bk",14.2857142857143,4.5,15
"568",211,"New Jersey",21,23.5,"bk",8.51063829787234,5.05,15
"569",212,"New Jersey",22.75,30.5,"bk",48.3516483516484,4.5,16
"570",212,"New Jersey",22.75,30.5,"bk",65.5737704918033,5.05,16
"571",213,"New Jersey",18.5,24.75,"bk",24.3243243243243,4.55,17.5
"572",213,"New Jersey",18.5,24.75,"bk",48.4848484848485,5.05,17.5
"573",214,"New Jersey",20,22.5,"bk",10,4.62,16
"574",214,"New Jersey",20,22.5,"bk",0,5.05,16.25
"575",215,"New Jersey",18,28,"bk",55.5555555555556,4.5,16
"576",215,"New Jersey",18,28,"bk",71.4285714285714,5.05,16
"577",216,"New Jersey",10.5,14,"kfc",19.047619047619,4.25,10.5
"578",216,"New Jersey",10.5,14,"kfc",14.2857142857143,5.05,10.5
"579",217,"New Jersey",10.5,9,"kfc",19.047619047619,4.25,10
"580",217,"New Jersey",10.5,9,"kfc",0,5.05,10.5
"581",218,"New Jersey",11,9.5,"kfc",63.6363636363636,4.35,10
"582",218,"New Jersey",11,9.5,"kfc",52.6315789473684,5.05,11
"583",219,"New Jersey",10.5,15.5,"kfc",28.5714285714286,4.25,10
"584",219,"New Jersey",10.5,15.5,"kfc",58.0645161290323,5.05,10.5
"585",220,"New Jersey",12.5,12,"kfc",24,4.25,10
"586",220,"New Jersey",12.5,12,"kfc",25,5.05,10
"587",221,"New Jersey",18,11.5,"kfc",5.55555555555556,4.6,11
"588",221,"New Jersey",18,11.5,"kfc",8.69565217391304,5.05,11
"589",222,"New Jersey",17,12.5,"roys",11.7647058823529,4.25,12.5
"590",222,"New Jersey",17,12.5,"roys",16,5.05,11.5
"591",223,"New Jersey",15,16,"roys",20,4.75,16
"592",223,"New Jersey",15,16,"roys",18.75,5.05,15
"593",225,"New Jersey",19.5,28.5,"roys",15.3846153846154,4.75,17
"594",225,"New Jersey",19.5,28.5,"roys",42.1052631578947,5.05,17
"595",226,"New Jersey",13,15,"wendys",0,4.25,11.5
"596",226,"New Jersey",13,15,"wendys",0,5.3,10.5
"597",228,"New Jersey",20.25,23.5,"wendys",14.8148148148148,4.5,12.5
"598",228,"New Jersey",20.25,23.5,"wendys",46.8085106382979,5.05,12.5
"599",229,"New Jersey",26,30.5,"bk",11.5384615384615,4.5,13.5
"600",229,"New Jersey",26,30.5,"bk",72.1311475409836,5.5,13.5
"601",230,"New Jersey",15.5,26.5,"bk",0,4.25,17
"602",230,"New Jersey",15.5,26.5,"bk",56.6037735849057,5.05,17
"603",232,"New Jersey",24,27,"bk",75,4.75,16
"604",232,"New Jersey",24,27,"bk",66.6666666666667,5.05,15
"605",233,"New Jersey",25.5,21.5,"bk",74.5098039215686,4.65,16
"606",233,"New Jersey",25.5,21.5,"bk",69.7674418604651,5.05,16
"607",235,"New Jersey",14.5,NA,"bk",34.4827586206897,4.25,16
"608",235,"New Jersey",14.5,NA,"bk",NA,5.05,15
"609",237,"New Jersey",21.5,21.5,"bk",55.8139534883721,4.25,16
"610",237,"New Jersey",21.5,21.5,"bk",41.8604651162791,5.05,15.5
"611",238,"New Jersey",14,37.5,"kfc",0,4.75,12
"612",238,"New Jersey",14,37.5,"kfc",66.6666666666667,5.05,12
"613",239,"New Jersey",20,11.5,"kfc",75,4.25,13.5
"614",239,"New Jersey",20,11.5,"kfc",0,5.05,12.5
"615",243,"New Jersey",22.5,21,"roys",31.1111111111111,4.5,16.5
"616",243,"New Jersey",22.5,21,"roys",33.3333333333333,5.05,15.5
"617",244,"New Jersey",30,28,"roys",40,4.25,18
"618",244,"New Jersey",30,28,"roys",57.1428571428571,5.05,17
"619",247,"New Jersey",24,24,"wendys",0,4.5,15.5
"620",247,"New Jersey",24,24,"wendys",0,5.05,15.5
"621",248,"New Jersey",22,23,"wendys",36.3636363636364,4.75,16
"622",248,"New Jersey",22,23,"wendys",43.4782608695652,5.05,16
"623",249,"New Jersey",13,19,"bk",46.1538461538462,4.37,15
"624",249,"New Jersey",13,19,"bk",52.6315789473684,5.05,15
"625",250,"New Jersey",5,7,"kfc",20,4.5,10
"626",250,"New Jersey",5,7,"kfc",28.5714285714286,5.05,10
"627",253,"New Jersey",13.5,14,"roys",51.8518518518518,4.87,13
"628",253,"New Jersey",13.5,14,"roys",28.5714285714286,5.05,16
"629",257,"New Jersey",28,NA,"bk",71.4285714285714,4.25,16
"630",257,"New Jersey",28,NA,"bk",NA,NA,NA
"631",258,"New Jersey",18,32,"bk",22.2222222222222,4.25,16
"632",258,"New Jersey",18,32,"bk",62.5,5.05,18
"633",260,"New Jersey",24,22,"bk",41.6666666666667,4.25,16
"634",260,"New Jersey",24,22,"bk",18.1818181818182,5.05,16
"635",262,"New Jersey",16.5,14.25,"bk",42.4242424242424,4.25,16.5
"636",262,"New Jersey",16.5,14.25,"bk",0,5.05,17.5
"637",264,"New Jersey",7,16.5,"bk",0,4.25,15
"638",264,"New Jersey",7,16.5,"bk",0,5.05,16
"639",265,"New Jersey",11,0,"bk",0,4.25,16
"640",265,"New Jersey",11,0,"bk",NA,NA,NA
"641",267,"New Jersey",19.5,47.5,"bk",33.3333333333333,4.25,16
"642",267,"New Jersey",19.5,47.5,"bk",63.1578947368421,5.05,16
"643",269,"New Jersey",10,15.5,"kfc",20,4.45,10
"644",269,"New Jersey",10,15.5,"kfc",64.5161290322581,5.05,11
"645",273,"New Jersey",13,10.5,"kfc",15.3846153846154,4.62,10
"646",273,"New Jersey",13,10.5,"kfc",19.047619047619,5.05,10
"647",275,"New Jersey",10,7,"kfc",40,4.25,11
"648",275,"New Jersey",10,7,"kfc",14.2857142857143,5.05,10.5
"649",277,"New Jersey",12.5,11,"kfc",16,4.25,10
"650",277,"New Jersey",12.5,11,"kfc",9.09090909090909,5.05,10
"651",278,"New Jersey",8,8.5,"kfc",37.5,4.25,10
"652",278,"New Jersey",8,8.5,"kfc",0,5.05,11
"653",282,"New Jersey",12,0,"roys",16.6666666666667,4.25,16
"654",282,"New Jersey",12,0,"roys",NA,NA,NA
"655",284,"New Jersey",20.5,15,"roys",24.390243902439,4.5,16
"656",284,"New Jersey",20.5,15,"roys",40,5.05,16
"657",285,"New Jersey",18.5,13.5,"roys",16.2162162162162,4.75,16
"658",285,"New Jersey",18.5,13.5,"roys",22.2222222222222,5.05,16
"659",286,"New Jersey",11.5,12.5,"roys",8.69565217391304,4.75,11.5
"660",286,"New Jersey",11.5,12.5,"roys",16,5.05,11.5
"661",287,"New Jersey",15,12.5,"roys",20,4.5,16
"662",287,"New Jersey",15,12.5,"roys",16,5.05,16
"663",288,"New Jersey",13,12.5,"roys",0,4.75,16
"664",288,"New Jersey",13,12.5,"roys",40,5.05,16
"665",289,"New Jersey",10,10,"roys",20,4.25,16
"666",289,"New Jersey",10,10,"roys",30,5.05,15
"667",290,"New Jersey",17,13.5,"wendys",47.0588235294118,4.75,12.5
"668",290,"New Jersey",17,13.5,"wendys",0,5.05,11.5
"669",291,"New Jersey",17,16,"wendys",23.5294117647059,4.55,11.5
"670",291,"New Jersey",17,16,"wendys",31.25,5.1,11.5
"671",292,"New Jersey",20.5,23.5,"wendys",48.780487804878,4.8,16
"672",292,"New Jersey",20.5,23.5,"wendys",63.8297872340426,5.05,16
"673",295,"New Jersey",15.5,NA,"bk",51.6129032258064,4.75,16.5
"674",295,"New Jersey",15.5,NA,"bk",NA,5.05,18
"675",297,"New Jersey",19.5,34,"bk",46.1538461538462,4.25,16
"676",297,"New Jersey",19.5,34,"bk",44.1176470588235,5.05,16
"677",303,"New Jersey",30.5,32.5,"roys",32.7868852459016,4.35,17
"678",303,"New Jersey",30.5,32.5,"roys",36.9230769230769,5.05,16
"679",304,"New Jersey",23,21.5,"roys",43.4782608695652,4.5,17
"680",304,"New Jersey",23,21.5,"roys",46.5116279069767,5.05,24
"681",305,"New Jersey",13,20,"roys",0,4.39,17
"682",305,"New Jersey",13,20,"roys",25,5.05,18
"683",307,"New Jersey",30.25,43.5,"roys",57.8512396694215,4.25,18
"684",307,"New Jersey",30.25,43.5,"roys",57.4712643678161,5.2,24
"685",310,"New Jersey",18,17.5,"wendys",0,4.25,11.5
"686",310,"New Jersey",18,17.5,"wendys",17.1428571428571,5.05,11.5
"687",312,"New Jersey",10,7,"bk",40,4.25,11
"688",312,"New Jersey",10,7,"bk",42.8571428571429,5.05,10
"689",313,"New Jersey",19.5,NA,"bk",56.4102564102564,4.5,15
"690",313,"New Jersey",19.5,NA,"bk",NA,5.05,15
"691",314,"New Jersey",17,22,"bk",47.0588235294118,4.62,15
"692",314,"New Jersey",17,22,"bk",68.1818181818182,5.25,16
"693",316,"New Jersey",25.5,22,"bk",58.8235294117647,4.62,16
"694",316,"New Jersey",25.5,22,"bk",54.5454545454545,5.05,16
"695",317,"New Jersey",6,7,"bk",0,4.25,12
"696",317,"New Jersey",6,7,"bk",57.1428571428571,5.05,10.5
"697",318,"New Jersey",11.5,14,"kfc",43.4782608695652,4.75,12
"698",318,"New Jersey",11.5,14,"kfc",50,5.05,11.5
"699",319,"New Jersey",8.5,27,"kfc",0,4.62,12.5
"700",319,"New Jersey",8.5,27,"kfc",81.4814814814815,5.05,11.5
"701",322,"New Jersey",18.5,18.5,"roys",43.2432432432432,4.75,16
"702",322,"New Jersey",18.5,18.5,"roys",64.8648648648649,5.05,15
"703",325,"New Jersey",15.5,11.5,"roys",25.8064516129032,4.5,15
"704",325,"New Jersey",15.5,11.5,"roys",8.69565217391304,5.05,15
"705",333,"New Jersey",14.25,16,"bk",14.0350877192982,4.25,15
"706",333,"New Jersey",14.25,16,"bk",18.75,5.05,15
"707",336,"New Jersey",38,25,"bk",73.6842105263158,4.5,15
"708",336,"New Jersey",38,25,"bk",40,5.05,16
"709",337,"New Jersey",24.75,30.5,"bk",20.2020202020202,4.87,17
"710",337,"New Jersey",24.75,30.5,"bk",81.9672131147541,5.05,17
"711",339,"New Jersey",23,11.5,"bk",78.2608695652174,4.25,16
"712",339,"New Jersey",23,11.5,"bk",43.4782608695652,5.05,16
"713",340,"New Jersey",24,25.5,"bk",25,4.25,14.5
"714",340,"New Jersey",24,25.5,"bk",58.8235294117647,5.05,16
"715",341,"New Jersey",7.5,9.5,"kfc",26.6666666666667,4.62,9.5
"716",341,"New Jersey",7.5,9.5,"kfc",31.5789473684211,5.05,11
"717",343,"New Jersey",15,11.5,"kfc",66.6666666666667,4.75,10.5
"718",343,"New Jersey",15,11.5,"kfc",34.7826086956522,5.05,12
"719",346,"New Jersey",9.25,12,"kfc",21.6216216216216,4.25,10
"720",346,"New Jersey",9.25,12,"kfc",25,NA,11
"721",348,"New Jersey",11.25,0,"roys",26.6666666666667,4.25,10.5
"722",348,"New Jersey",11.25,0,"roys",NA,NA,NA
"723",350,"New Jersey",16.5,17,"roys",48.4848484848485,4.75,16
"724",350,"New Jersey",16.5,17,"roys",29.4117647058824,5.05,17
"725",351,"New Jersey",18.75,24,"roys",10.6666666666667,4.25,16
"726",351,"New Jersey",18.75,24,"roys",41.6666666666667,5.05,16
"727",352,"New Jersey",13.5,NA,"roys",0,4.75,11.5
"728",352,"New Jersey",13.5,NA,"roys",NA,NA,NA
"729",353,"New Jersey",21.75,NA,"roys",34.4827586206897,4.37,16
"730",353,"New Jersey",21.75,NA,"roys",NA,5.05,16
"731",355,"New Jersey",13.5,13.5,"wendys",14.8148148148148,4.87,11.5
"732",355,"New Jersey",13.5,13.5,"wendys",22.2222222222222,NA,11.5
"733",359,"New Jersey",15,17,"bk",0,4.25,15
"734",359,"New Jersey",15,17,"bk",0,5.05,16
"735",360,"New Jersey",17.5,28,"bk",17.1428571428571,4.25,15
"736",360,"New Jersey",17.5,28,"bk",17.8571428571429,5.05,16
"737",361,"New Jersey",17.5,21.5,"bk",34.2857142857143,4.25,16
"738",361,"New Jersey",17.5,21.5,"bk",18.6046511627907,5.05,16
"739",362,"New Jersey",NA,30,"kfc",NA,4.25,12.5
"740",362,"New Jersey",NA,30,"kfc",80,5.05,12.5
"741",363,"New Jersey",15.5,19.5,"kfc",0,4.25,12.5
"742",363,"New Jersey",15.5,19.5,"kfc",71.7948717948718,5.2,12.5
"743",364,"New Jersey",16.5,20,"kfc",21.2121212121212,4.25,12
"744",364,"New Jersey",16.5,20,"kfc",5,5.05,12.5
"745",366,"New Jersey",13.5,14.5,"roys",14.8148148148148,4.5,11.5
"746",366,"New Jersey",13.5,14.5,"roys",6.89655172413793,5.05,11.5
"747",368,"New Jersey",13,14.5,"wendys",0,4.25,12.5
"748",368,"New Jersey",13,14.5,"wendys",0,5.05,11.5
"749",369,"New Jersey",11.5,0,"bk",0,4.35,15
"750",369,"New Jersey",11.5,0,"bk",NA,NA,NA
"751",370,"New Jersey",29.05,31.5,"bk",68.8468158347676,4.85,16
"752",370,"New Jersey",29.05,31.5,"bk",82.5396825396825,5.05,16
"753",376,"New Jersey",13,11.5,"bk",30.7692307692308,4.5,14
"754",376,"New Jersey",13,11.5,"bk",0,5.05,14
"755",377,"New Jersey",18,20,"bk",66.6666666666667,4.25,14
"756",377,"New Jersey",18,20,"bk",55,5.05,14
"757",379,"New Jersey",30,34,"bk",66.6666666666667,4.62,16
"758",379,"New Jersey",30,34,"bk",82.3529411764706,5.05,16
"759",380,"New Jersey",20.5,25,"bk",48.780487804878,4.5,16
"760",380,"New Jersey",20.5,25,"bk",60,5.05,16
"761",383,"New Jersey",10,10,"bk",60,4.5,16
"762",383,"New Jersey",10,10,"bk",70,5.05,16
"763",384,"New Jersey",NA,18,"bk",NA,4.65,16
"764",384,"New Jersey",NA,18,"bk",0,5.05,16
"765",385,"New Jersey",26,25,"bk",61.5384615384615,4.25,17
"766",385,"New Jersey",26,25,"bk",60,5.05,17
"767",386,"New Jersey",12.5,23,"bk",0,4.25,17
"768",386,"New Jersey",12.5,23,"bk",60.8695652173913,5.05,17
"769",391,"New Jersey",19.5,17.5,"kfc",76.9230769230769,4.25,10
"770",391,"New Jersey",19.5,17.5,"kfc",68.5714285714286,5.05,10
"771",393,"New Jersey",12,23,"kfc",33.3333333333333,4.62,11
"772",393,"New Jersey",12,23,"kfc",78.2608695652174,5.25,11
"773",396,"New Jersey",36,26,"roys",66.6666666666667,4.87,17
"774",396,"New Jersey",36,26,"roys",30.7692307692308,5.4,16
"775",397,"New Jersey",21,16.5,"roys",19.047619047619,4.25,17
"776",397,"New Jersey",21,16.5,"roys",36.3636363636364,5.05,17
"777",398,"New Jersey",24.5,35.5,"roys",57.1428571428571,4.75,17
"778",398,"New Jersey",24.5,35.5,"roys",70.4225352112676,5.05,17
"779",399,"New Jersey",20,31,"roys",65,4.87,17
"780",399,"New Jersey",20,31,"roys",58.0645161290323,5.05,16
"781",400,"New Jersey",26.5,23,"roys",60.377358490566,4.5,17
"782",400,"New Jersey",26.5,23,"roys",34.7826086956522,5.05,16
"783",401,"New Jersey",15,22.5,"roys",53.3333333333333,4.25,16
"784",401,"New Jersey",15,22.5,"roys",22.2222222222222,5.05,16
"785",402,"New Jersey",19,21.5,"roys",57.8947368421053,4.75,16
"786",402,"New Jersey",19,21.5,"roys",79.0697674418605,5.05,15
"787",405,"New Jersey",17.5,12,"roys",34.2857142857143,4.32,17
"788",405,"New Jersey",17.5,12,"roys",12.5,5.05,16
"789",410,"New Jersey",20.5,20.5,"bk",0,4.25,16
"790",410,"New Jersey",20.5,20.5,"bk",0,5.05,16
"791",411,"New Jersey",21,25,"bk",0,4.5,16
"792",411,"New Jersey",21,25,"bk",16,5.05,16
"793",412,"New Jersey",10.5,8.5,"kfc",0,4.5,11
"794",412,"New Jersey",10.5,8.5,"kfc",0,5.05,11
"795",413,"New Jersey",23,13,"bk",0,4.25,17
"796",413,"New Jersey",23,13,"bk",0,5.05,17
"797",414,"New Jersey",23,21.5,"bk",0,4.25,16
"798",414,"New Jersey",23,21.5,"bk",60.4651162790698,5.05,16
"799",415,"New Jersey",29,23,"bk",27.5862068965517,4.25,16
"800",415,"New Jersey",29,23,"bk",0,5.05,16
"801",417,"New Jersey",21,25.5,"bk",19.047619047619,4.25,16
"802",417,"New Jersey",21,25.5,"bk",50.9803921568627,5.05,16
"803",418,"New Jersey",41.5,21.5,"bk",72.289156626506,4.25,15
"804",418,"New Jersey",41.5,21.5,"bk",0,5.05,16
"805",419,"New Jersey",12,9.5,"kfc",25,4.25,11
"806",419,"New Jersey",12,9.5,"kfc",52.6315789473684,5.05,11
"807",421,"New Jersey",33,36.5,"kfc",60.6060606060606,4.62,13
"808",421,"New Jersey",33,36.5,"kfc",68.4931506849315,5.05,13
"809",422,"New Jersey",6.5,16,"kfc",0,4.75,11
"810",422,"New Jersey",6.5,16,"kfc",31.25,5.05,11
"811",423,"New Jersey",9,23.75,"kfc",22.2222222222222,4.95,12
"812",423,"New Jersey",9,23.75,"kfc",80,5.25,11
"813",424,"New Jersey",9.75,17.5,"kfc",35.8974358974359,4.75,11
"814",424,"New Jersey",9.75,17.5,"kfc",68.5714285714286,5.25,14
"815",426,"New Jersey",24.5,20.5,"roys",12.2448979591837,4.25,19
"816",426,"New Jersey",24.5,20.5,"roys",24.390243902439,5.05,18
"817",427,"New Jersey",14,20.5,"wendys",50,4.75,12.5
"818",427,"New Jersey",14,20.5,"wendys",0,5.05,12.5
"819",428,"New Jersey",19.5,25,"wendys",0,4.62,12.5
"820",428,"New Jersey",19.5,25,"wendys",40,5.14,12.5
